Date,adx_signal,macd_signal,ma30_200_signal,ma50_200_signal,ma30_50_signal,cdc_signal,sar_signal,roc_signal,obv_signal,rsi_signal,bb_signal,wpr_signal,stoch_signal,cci_signal,atr_signal,close_price,adj_close_price
2018-01-03,0,0,1,1,1,-1.0,0,-1,-1,0,0,0,0,0,1,21.0,18.9676456451416
2018-01-04,0,0,0,0,0,0.0,-1,0,0,0,-1,0,0,0,0,21.100000381469727,19.057966232299805
2018-01-05,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,20.899999618530273,18.877323150634766
2018-01-08,0,0,0,0,-1,0.0,0,0,0,0,0,0,0,0,0,21.0,18.9676456451416
2018-01-09,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,21.0,18.9676456451416
2018-01-10,0,0,0,0,0,0.0,0,0,1,0,0,0,-1,0,0,21.100000381469727,19.057966232299805
2018-01-11,0,0,0,0,0,0.0,0,0,-1,0,0,0,0,0,0,21.0,18.9676456451416
2018-01-12,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,21.100000381469727,19.057966232299805
2018-01-15,0,0,0,0,0,0.0,0,0,-1,0,0,0,0,0,0,20.799999237060547,18.78700065612793
2018-01-16,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,20.899999618530273,18.877323150634766
2018-01-17,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,20.799999237060547,18.78700065612793
2018-01-18,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,20.899999618530273,18.877323150634766
2018-01-19,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,21.200000762939453,19.148292541503906
2018-01-22,0,0,0,0,0,0.5,1,0,0,0,0,0,-1,0,0,21.200000762939453,19.148292541503906
2018-01-23,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21.100000381469727,19.057966232299805
2018-01-24,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21.200000762939453,19.148292541503906
2018-01-25,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21.0,18.9676456451416
2018-01-26,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21.100000381469727,19.057966232299805
2018-01-29,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21.399999618530273,19.328933715820312
2018-01-30,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21.600000381469727,19.509580612182617
2018-01-31,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,21.600000381469727,19.509580612182617
2018-02-01,0,0,0,0,0,0.0,0,0,0,-1,0,0,0,0,1,22.399999618530273,20.232154846191406
2018-02-02,0,0,0,0,0,0.0,0,0,0,0,0,-1,0,0,0,22.200000762939453,20.051509857177734
2018-02-05,0,0,0,0,0,0.0,0,0,0,0,0,0,0,-1,0,22.0,19.870868682861328
2018-02-06,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21.799999237060547,19.69021987915039
2018-02-07,0,0,0,0,0,0.0,-1,0,-1,0,0,0,1,0,0,21.700000762939453,19.59990119934082
2018-02-08,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21.700000762939453,19.59990119934082
2018-02-09,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21.600000381469727,19.509580612182617
2018-02-12,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,22.299999237060547,20.141834259033203
2018-02-13,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,22.299999237060547,20.141834259033203
2018-02-14,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,22.100000381469727,19.9611873626709
2018-02-15,0,0,0,0,0,0.0,1,0,0,0,0,0,-1,0,0,22.5,20.32247543334961
2018-02-16,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,22.700000762939453,20.503124237060547
2018-02-19,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,22.399999618530273,20.232154846191406
2018-02-20,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,22.299999237060547,20.141834259033203
2018-02-21,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,22.100000381469727,19.9611873626709
2018-02-22,0,-1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21.899999618530273,19.78054428100586
2018-02-23,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,22.5,20.32247543334961
2018-02-26,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,22.600000381469727,20.412799835205078
2018-02-27,0,0,0,0,0,0.0,0,-1,0,0,0,0,0,0,0,22.200000762939453,20.051509857177734
2018-02-28,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,22.100000381469727,19.9611873626709
2018-03-02,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,22.600000381469727,20.412799835205078
2018-03-05,0,0,0,0,0,0.0,-1,-1,0,0,0,0,0,0,0,22.5,20.32247543334961
2018-03-06,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,22.200000762939453,20.051509857177734
2018-03-07,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,22.399999618530273,20.232154846191406
2018-03-08,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,1,23.100000381469727,20.864410400390625
2018-03-09,0,0,0,0,0,0.0,1,0,0,0,0,0,-1,0,0,23.100000381469727,20.864410400390625
2018-03-12,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,22.899999618530273,20.683765411376953
