Date,ma30_50_signal,ma30_200_signal,ma50_200_signal,obv_signal,macd_signal,adx_signal,stoch_signal,roc_signal,rsi_signal,cci_signal,atr_signal,wpr_signal,bb_signal,cdc_signal,sar_signal,close_price,adj_close_price
2018-01-03,-1,1,1,-1,0,0,0,1,0,0,-1,0,0,-1.0,-1,46.75,37.84751510620117
2018-01-04,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1.0,0,45.5,36.83555221557617
2018-01-05,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.0,1,44.0,35.62119674682617
2018-01-08,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,44.25,35.823585510253906
2018-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,44.5,36.02597427368164
2018-01-10,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,0,43.5,35.216400146484375
2018-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,43.0,34.81161880493164
2018-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,42.25,34.20443344116211
2018-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,42.5,34.40683364868164
2018-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1,43.75,35.41879653930664
2018-01-17,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,44.25,35.823585510253906
2018-01-18,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1.0,0,43.75,35.41879653930664
2018-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,43.0,34.81161880493164
2018-01-22,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1.0,1,43.25,35.01401138305664
2018-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,43.25,35.01401138305664
2018-01-24,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.0,0,43.75,35.41879653930664
2018-01-25,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1.0,0,42.0,34.002044677734375
2018-01-26,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0,0,42.5,34.40683364868164
2018-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,43.0,34.81161880493164
2018-01-30,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1.0,0,43.0,34.81161880493164
2018-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1,42.5,34.40683364868164
2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1,42.25,34.20443344116211
2018-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,41.5,33.597259521484375
2018-02-05,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0,-1,43.25,35.01401138305664
2018-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,42.75,34.609222412109375
2018-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,42.0,34.002044677734375
2018-02-08,0,0,0,0,0,0,0,1,0,0,0,-1,0,0.5,0,43.25,35.01401138305664
2018-02-09,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0.5,0,43.5,35.216400146484375
2018-02-12,0,0,0,0,0,0,0,-1,0,0,0,0,0,0.5,0,42.75,34.609222412109375
2018-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,43.0,34.81161880493164
2018-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1,42.25,34.20443344116211
2018-02-15,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0,0,42.75,34.609222412109375
2018-02-16,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,0,42.0,34.002044677734375
2018-02-19,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1.0,0,42.25,34.20443344116211
2018-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,42.5,34.40683364868164
2018-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,42.0,34.002044677734375
2018-02-22,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.0,0,41.75,33.79965591430664
2018-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,42.25,34.20443344116211
2018-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,42.0,34.002044677734375
2018-02-27,0,0,0,-1,-1,0,0,0,0,0,0,1,0,-1.0,0,41.0,33.19247055053711
2018-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,41.25,33.394859313964844
2018-03-02,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1.0,0,39.5,31.97811508178711
2018-03-05,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0,0,37.75,30.561359405517578
2018-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,33.75,27.323074340820312
2018-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,34.5,27.93025016784668
2018-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,34.25,27.727855682373047
2018-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,34.25,27.727855682373047
2018-03-12,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,34.5,27.93025016784668
2018-03-13,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1.0,0,35.0,28.335033416748047
2018-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,34.5,28.751728057861328
