,ma30_50_signal,ma30_200_signal,ma50_200_signal,Obv_signal,sma100_signal,macd_signal,adx_signal,stoch_signal,roc_signal,rsi_signal,cci_signal,atr_signal,wpr_signal,bb_signal,Close
69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70.87000274658203
70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71.51000213623047
71,0,1,0,0,1,0,0,0,0,0,0,0,0,0,72.94000244140625
72,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,73.77999877929688
73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.7699966430664
74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.5999984741211
75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.16999816894531
76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.0199966430664
77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.48999786376953
78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.4000015258789
79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.6500015258789
80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.68000030517578
81,0,0,1,0,1,0,0,0,0,0,0,0,0,0,74.30999755859375
82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.02999877929688
83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.5199966430664
84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.88999938964844
85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77.08000183105469
86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.11000061035156
87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77.01000213623047
88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77.63999938964844
89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.41000366210938
90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.63999938964844
91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.52999877929688
92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.11000061035156
93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.05999755859375
94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.43000030517578
95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.54000091552734
96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.52999877929688
97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.45999908447266
98,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,78.43000030517578
99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.04000091552734
100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,79.56999969482422
101,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,79.55000305175781
102,0,0,0,1,1,0,0,0,0,0,0,0,0,0,79.94000244140625
103,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,79.4800033569336
104,0,0,0,1,1,0,0,0,0,0,0,0,0,0,79.81999969482422
105,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,79.80000305175781
106,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80.05000305175781
107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.83999633789062
108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.8499984741211
109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.62999725341797
110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.94999694824219
111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.86000061035156
112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.08000183105469
113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.69000244140625
114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.75
115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.23999786376953
116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.7699966430664
117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.36000061035156
118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.0999984741211
119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.80000305175781
120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.62000274658203
121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.95999908447266
122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.0
123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.7300033569336
124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.11000061035156
125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.86000061035156
